attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,attention_label,relaxation_label
30,67,1337787,76774,10537,5476,6452,4102,3375,504,0,107.0845637,Low,High
30,67,597888,29032,3312,4816,5597,6701,2225,791,0,109.106919,Low,High
30,67,800026,51666,34014,45112,7136,7145,11225,6886,0,110.1042469,Low,High
30,67,800026,51666,34014,45112,7136,7145,11225,6886,0,111.1007335,Low,High
30,67,800026,51666,34014,45112,7136,7145,11225,6886,0,111.1010137,Low,High
30,67,1582589,330327,68766,273971,36984,41294,21043,7658,0,111.1012805,Low,High
0,0,1330818,71083,9414,19708,35324,32837,7356,2911,0,112.0962877,Low,Low
0,0,924618,135242,9836,22859,12105,13521,7309,1667,0,113.0925557,Low,Low
0,0,1426642,96633,75568,126188,54299,89809,73856,36986,0,114.0914268,Low,Low
0,0,1508073,339052,45491,52749,12270,31816,13177,6987,0,115.0886169,Low,Low
0,0,759430,859117,278876,134083,142655,223595,289226,41367,0,116.114255,Low,Low
0,0,860101,72854,7502,14933,48916,34150,18888,11508,0,117.1046983,Low,Low
0,0,1546479,26183,9961,9657,13691,12586,2700,869,0,118.1027314,Low,Low
0,0,303662,9432,13347,6297,15232,6108,799,589,0,119.1236933,Low,Low
0,0,397807,74062,25168,10494,8332,5749,5342,7315,0,0.0037190999999836,Low,Low
0,0,397807,74062,25168,10494,8332,5749,5342,7315,0,0.0195037999999954,Low,Low
0,0,397807,74062,25168,10494,8332,5749,5342,7315,0,0.0197431999999935,Low,Low
0,0,891331,286661,115729,25968,122026,32696,5825,4938,0,0.02001869999998,Low,Low
0,0,766899,53837,61716,43562,47990,39496,4383,895,0,0.0338635999999894,Low,Low
0,0,727356,99051,39245,23253,18120,21230,6751,1715,0,0.0435929999999871,Low,Low
0,0,512930,1276288,178785,351965,228667,99832,36768,17061,0,0.0571664999999939,Low,Low
0,0,157908,63521,18181,34068,22061,24400,23206,20702,0,0.0676461999999844,Low,Low
0,0,1217433,309399,85641,75791,145925,201261,113319,73299,0,0.080175099999991,Low,Low
0,0,242708,47499,22145,70757,92367,57178,34965,21077,0,0.7482207999999844,Low,Low
0,0,2244639,75110,3375,4515,15264,8305,2538,948,0,1.74440629999998,Low,Low
0,0,1325049,521425,201889,102015,37809,30727,12119,18318,0,2.7708213999999884,Low,Low
0,0,1325049,521425,201889,102015,37809,30727,12119,18318,0,3.7315796999999975,Low,Low
0,0,1325049,521425,201889,102015,37809,30727,12119,18318,0,3.7317586000000063,Low,Low
0,0,935675,39593,19087,34125,54274,34093,12791,10744,0,3.732239800000002,Low,Low
0,0,22996,12246,4821,2250,1352,535,355,172,0,4.729585499999985,Low,Low
0,0,221511,3787,2837,2471,480,1239,162,503,0,5.747796899999997,Low,Low
0,0,906825,221142,57477,29402,11537,6459,6926,2266,0,6.767245799999984,Low,Low
0,0,273071,75432,13182,4353,2394,1578,1821,848,0,7.736753099999987,Low,Low
0,0,273071,75432,13182,4353,2394,1578,1821,848,36,8.572799799999984,Low,Low
41,53,1353342,86678,18294,10637,7353,3957,1884,3242,0,8.729739899999998,Medium,Medium
41,53,1353342,86678,18294,10637,7353,3957,1884,3242,38,9.226241999999983,Medium,Medium
41,47,1638724,159898,70866,9751,10113,11309,5104,1890,0,9.756451800000008,Medium,Medium
41,47,1638724,159898,70866,9751,10113,11309,5104,1890,92,10.727665699999989,Medium,Medium
30,41,357097,40405,17882,5015,1691,1403,1698,706,0,10.728152499999991,Low,Medium
30,41,357097,40405,17882,5015,1691,1403,1698,706,63,11.226645700000006,Low,Medium
40,57,1065806,69642,28435,73403,5610,10957,3148,3402,0,11.723512599999992,Medium,Medium
40,57,1065806,69642,28435,73403,5610,10957,3148,3402,49,12.5642871,Medium,Medium
41,63,469781,19801,8195,1818,2172,1267,718,1069,0,12.753804299999985,Medium,Medium
41,63,469781,19801,8195,1818,2172,1267,718,1069,0,13.721516699999995,Medium,Medium
41,63,469781,19801,8195,1818,2172,1267,718,1069,0,13.721819299999993,Medium,Medium
41,63,469781,19801,8195,1818,2172,1267,718,1069,54,14.152391899999998,Medium,Medium
47,57,832951,22302,9144,24475,2468,1486,1359,2736,0,14.745643,Medium,Medium
47,57,832951,22302,9144,24475,2468,1486,1359,2736,53,15.430238900000006,Medium,Medium
41,23,230064,87837,1007,1249,5851,3445,798,3171,0,15.739965899999987,Medium,Low
41,23,230064,87837,1007,1249,5851,3445,798,3171,48,16.269862700000004,Medium,Low
43,35,746104,56000,23442,14854,5292,4151,2453,3719,0,16.736686399999996,Medium,Medium
43,35,746104,56000,23442,14854,5292,4151,2453,3719,65,17.573470799999996,Medium,Medium
41,57,569513,324099,88767,12817,10842,20638,12765,14133,0,17.732634700000006,Medium,Medium
41,57,569513,324099,88767,12817,10842,20638,12765,14133,46,18.55223100000001,Medium,Medium
44,35,259391,86853,2987,7960,12681,3222,2415,3017,0,18.7384864,Medium,Medium
44,35,259391,86853,2987,7960,12681,3222,2415,3017,47,18.7692476,Medium,Medium
44,35,259391,86853,2987,7960,12681,3222,2415,3017,53,20.199478599999992,Medium,Medium
41,61,667991,94195,27226,8122,8025,3599,3343,2299,0,20.728924000000006,Medium,Medium
41,61,667991,94195,27226,8122,8025,3599,3343,2299,48,21.566026599999987,Medium,Medium
27,50,2755135,587921,85489,22632,9942,9542,8134,13639,0,21.751274800000004,Low,Medium
27,50,2755135,587921,85489,22632,9942,9542,8134,13639,44,22.31406250000001,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,0,22.71993519999998,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,38,22.9693915,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,40,23.09652059999999,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,44,23.34493190000001,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,46,23.5307205,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,0,23.71944099999999,Low,Medium
17,53,500305,162829,59801,16026,7061,5039,834,1512,0,23.719642099999987,Low,Medium
21,56,814396,923229,73932,70015,27939,50861,11153,17562,0,23.71997349999998,Low,Medium
17,63,1267780,252587,101815,122076,21574,8896,2570,5458,0,24.782547300000004,Low,Medium
30,78,213866,12792,13955,5080,9540,1657,1163,1913,0,25.76406799999998,Low,High
35,83,1415405,448045,372847,78107,84200,25643,8501,10131,0,26.73739069999999,Medium,High
35,96,376681,282194,50785,141909,34977,18952,5207,10142,0,27.736583199999984,Medium,High
35,96,363290,32004,60330,5489,9350,3214,2005,1318,0,28.72950799999998,Medium,High
35,100,1059181,313741,636298,102802,31430,21653,8904,16913,0,29.727064899999988,Medium,High
35,100,1984406,44478,1128,10199,13295,5795,961,1505,0,30.7247463,Medium,High
35,100,685488,10929,3030,3076,4774,1730,768,236,0,31.7854539,Medium,High
35,100,685488,10929,3030,3076,4774,1730,768,236,0,33.710662799999994,Medium,High
35,100,685488,10929,3030,3076,4774,1730,768,236,0,33.710858599999995,Medium,High
27,87,1588874,159599,9371,9967,2282,3927,1600,2832,0,33.74069259999999,Low,High
30,80,885704,413611,79340,123320,23563,26948,4272,8839,0,34.72434129999999,Low,High
26,74,678326,83608,18804,4597,3525,2423,431,560,0,35.71920059999999,Low,High
26,74,678326,83608,18804,4597,3525,2423,431,560,44,35.748828,Low,High
21,61,936806,59057,16930,15547,4276,1225,3665,6181,0,36.71892879999999,Low,Medium
21,61,936806,59057,16930,15547,4276,1225,3665,6181,64,37.15348509999998,Low,Medium
21,61,936806,59057,16930,15547,4276,1225,3665,6181,39,37.33840179999999,Low,Medium
21,61,936806,59057,16930,15547,4276,1225,3665,6181,46,37.71582050000001,Low,Medium
29,53,2824667,201168,5635,7049,18423,11299,6704,5960,0,37.71654169999999,Low,Medium
29,53,2824667,201168,5635,7049,18423,11299,6704,5960,65,38.1834921,Low,Medium
29,53,2824667,201168,5635,7049,18423,11299,6704,5960,58,38.37050059999999,Low,Medium
16,50,730462,313036,79205,25206,10243,4782,13931,2676,0,38.744893700000006,Low,Medium
14,43,1957882,246349,32646,1346,5158,5381,4799,4854,0,39.73731609999999,Low,Medium
14,43,1957882,246349,32646,1346,5158,5381,4799,4854,69,40.32430969999999,Low,Medium
34,47,2031342,75094,31478,64844,43786,13176,4538,1555,0,40.73173499999999,Medium,Medium
35,70,227928,170461,65502,103223,51849,19823,19161,11690,0,41.7233215,Medium,High
35,70,227928,170461,65502,103223,51849,19823,19161,11690,37,41.75412689999999,Medium,High
35,70,227928,170461,65502,103223,51849,19823,19161,11690,66,41.9713932,Medium,High
35,70,227928,170461,65502,103223,51849,19823,19161,11690,66,42.19005680000001,Medium,High
35,70,227928,170461,65502,103223,51849,19823,19161,11690,46,42.44132669999999,Medium,High
44,75,1611391,381047,130258,33794,25253,17284,4947,5236,0,42.75313589999999,Medium,High
44,75,1611391,381047,130258,33794,25253,17284,4947,5236,89,43.0345409,Medium,High
44,75,1611391,381047,130258,33794,25253,17284,4947,5236,49,43.25028079999999,Medium,High
44,75,1611391,381047,130258,33794,25253,17284,4947,5236,0,43.75098019999999,Medium,High
44,75,1611391,381047,130258,33794,25253,17284,4947,5236,0,43.75126689999999,Medium,High
54,90,1302015,245316,75395,119387,18706,22099,7297,6595,0,43.75204059999999,Medium,High
54,90,1302015,245316,75395,119387,18706,22099,7297,6595,41,44.0901216,Medium,High
54,90,1302015,245316,75395,119387,18706,22099,7297,6595,46,44.24941279999999,Medium,High
54,90,1302015,245316,75395,119387,18706,22099,7297,6595,33,44.340100500000005,Medium,High
56,84,1108578,68974,23502,8163,8680,8897,1198,1086,0,44.71587729999999,Medium,High
56,84,1108578,68974,23502,8163,8680,8897,1198,1086,174,45.120814199999984,Medium,High
56,84,591352,26208,21180,21767,76627,37899,4928,2921,0,45.71764590000001,Medium,High
50,74,1587197,636132,36893,109426,23350,25305,16496,9142,0,47.74129159999998,Medium,High
50,74,3025814,267381,91004,83553,66343,15355,28231,8334,0,48.73804799999999,Medium,High
50,74,3025814,267381,91004,83553,66343,15355,28231,8334,69,49.04605469999999,Medium,High
50,74,3025814,267381,91004,83553,66343,15355,28231,8334,76,49.23226629999999,Medium,High
51,56,582555,98440,2168,6647,6405,3744,1370,816,0,49.794364400000006,Medium,Medium
51,56,582555,98440,2168,6647,6405,3744,1370,816,43,50.03491349999999,Medium,Medium
37,35,242383,167552,5346,6168,4753,1851,658,897,0,50.72226739999999,Medium,Medium
14,24,2004244,504054,56006,11305,6182,6997,3325,4933,0,51.71846199999999,Low,Low
14,24,2004244,504054,56006,11305,6182,6997,3325,4933,76,52.1221511,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,0,52.71845210000001,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,31,52.87484319999999,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,72,53.124335900000005,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,59,53.438965,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,34,53.6543586,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,0,53.7189582,Low,Low
1,26,1949344,207310,46040,13301,23698,2544,2564,2758,0,53.71933920000001,Low,Low
10,29,1234421,200534,16794,10187,14906,16986,8033,4956,0,53.7198258,Low,Low
10,29,1234421,200534,16794,10187,14906,16986,8033,4956,33,53.9031372,Low,Low
24,43,896850,81032,13878,11713,6603,5297,3875,2809,0,54.7180248,Low,Medium
43,60,1208162,296753,227998,31384,29265,37292,6064,7459,0,55.7201503,Medium,Medium
43,60,1208162,296753,227998,31384,29265,37292,6064,7459,38,56.093814899999984,Medium,Medium
43,60,1208162,296753,227998,31384,29265,37292,6064,7459,48,57.3068336,Medium,Medium
43,60,1208162,296753,227998,31384,29265,37292,6064,7459,53,57.61603840000001,Medium,Medium
61,69,580083,121488,88100,17533,13145,10691,5310,4480,0,57.738674799999984,Medium,High
61,69,580083,121488,88100,17533,13145,10691,5310,4480,37,57.73895099999999,Medium,High
61,69,580083,121488,88100,17533,13145,10691,5310,4480,44,57.8637584,Medium,High
61,69,580083,121488,88100,17533,13145,10691,5310,4480,55,58.4234434,Medium,High
61,69,580083,121488,88100,17533,13145,10691,5310,4480,64,58.57986969999999,Medium,High
51,93,841295,30948,51197,5907,4220,2581,1842,2198,0,58.73555009999998,Medium,High
41,91,1992264,895267,178676,48819,105943,24281,14467,8499,0,59.728018599999984,Medium,High
41,91,1992264,895267,178676,48819,105943,24281,14467,8499,31,61.22198209999999,Medium,High
26,74,2620360,762338,82438,5880,22030,11390,10101,6455,0,61.7212174,Low,High
26,74,2620360,762338,82438,5880,22030,11390,10101,6455,50,61.90839019999999,Low,High
20,75,782800,95758,67870,26996,10490,4731,9526,4017,0,62.71803839999998,Low,High
20,75,782800,95758,67870,26996,10490,4731,9526,4017,55,62.873790499999984,Low,High
20,75,782800,95758,67870,26996,10490,4731,9526,4017,0,63.71549329999999,Low,High
20,75,782800,95758,67870,26996,10490,4731,9526,4017,0,63.7157641,Low,High
30,57,1298544,82379,18269,11319,19467,10353,2720,1320,0,63.74499789999999,Low,Medium
30,57,1298544,82379,18269,11319,19467,10353,2720,1320,55,64.71268989999999,Low,Medium
37,54,1234344,203728,20116,11287,5920,8621,1991,2932,0,64.74285559999998,Medium,Medium
37,54,1234344,203728,20116,11287,5920,8621,1991,2932,63,65.6875358,Medium,Medium
56,61,420515,25659,1689,5108,2322,2943,2197,756,0,65.7204266,Medium,Medium
75,66,1902877,43511,64497,37076,9762,23782,8565,1525,0,66.72793719999999,High,Medium
75,66,1902877,43511,64497,37076,9762,23782,8565,1525,102,66.75741719999999,High,Medium
63,67,45964,9030,406,3083,415,391,277,231,0,67.75737379999998,Medium,High
63,67,45964,9030,406,3083,415,391,277,231,54,68.13080289999999,Medium,High
64,75,768183,164093,43206,11963,21358,8526,5007,1128,0,68.7475801,Medium,High
64,75,768183,164093,43206,11963,21358,8526,5007,1128,86,68.9333316,Medium,High
64,75,768183,164093,43206,11963,21358,8526,5007,1128,58,69.65005579999999,Medium,High
64,75,768183,164093,43206,11963,21358,8526,5007,1128,78,69.99449859999999,Medium,High
64,75,768183,164093,43206,11963,21358,8526,5007,1128,56,70.3959241,Medium,High
29,60,704007,99743,66479,15437,3463,7090,7589,2396,0,70.7413766,Low,Medium
27,41,258580,47158,503,2287,3537,1402,822,1123,0,71.73772299999999,Low,Medium
27,41,258580,47158,503,2287,3537,1402,822,1123,64,72.5773307,Low,Medium
23,47,611807,47192,17312,5542,3910,1792,3496,2079,0,72.7364102,Low,Medium
23,47,611807,47192,17312,5542,3910,1792,3496,2079,75,73.67240269999999,Low,Medium
23,47,611807,47192,17312,5542,3910,1792,3496,2079,0,73.73461549999999,Low,Medium
23,47,611807,47192,17312,5542,3910,1792,3496,2079,0,73.7349204,Low,Medium
41,61,1457035,126989,14363,46268,18459,13355,2857,4592,0,73.7355119,Medium,Medium
37,43,789345,345990,12401,24933,12992,9249,4003,5506,0,74.7371401,Medium,Medium
37,43,789345,345990,12401,24933,12992,9249,4003,5506,52,74.86164159999998,Medium,Medium
40,60,866046,151235,16497,36793,10933,6578,7953,4536,0,75.7415274,Medium,Medium
40,60,866046,151235,16497,36793,10933,6578,7953,4536,31,75.8001784,Medium,Medium
40,60,866046,151235,16497,36793,10933,6578,7953,4536,71,76.3948806,Medium,Medium
44,60,1867090,731955,186808,218379,116183,50226,66355,21994,0,76.73697149999998,Medium,Medium
44,60,1867090,731955,186808,218379,116183,50226,66355,21994,68,76.8302505,Medium,Medium
44,60,1867090,731955,186808,218379,116183,50226,66355,21994,51,77.1431671,Medium,Medium
44,60,1867090,731955,186808,218379,116183,50226,66355,21994,69,77.2367954,Medium,Medium
47,64,617421,32550,11976,13834,2201,5403,2248,1236,0,77.7388262,Medium,Medium
51,81,1386031,257864,146666,3368,17364,16123,17342,4355,0,78.73156549999999,Medium,High
51,81,1386031,257864,146666,3368,17364,16123,17342,4355,103,78.793984,Medium,High
51,81,1386031,257864,146666,3368,17364,16123,17342,4355,48,79.42016469999999,Medium,High
51,81,729737,83806,13604,14765,10795,4239,1494,1162,0,79.7307075,Medium,High
51,81,729737,83806,13604,14765,10795,4239,1494,1162,227,80.2588653,Medium,High
51,81,1836916,117498,36120,32057,15077,16820,3561,4343,0,80.72662199999999,Medium,High
61,87,1358965,54469,19086,20699,4591,7746,1781,1169,0,81.75766579999998,Medium,High
61,87,1358965,54469,19086,20699,4591,7746,1781,1169,58,81.93746569999999,Medium,High
61,87,1358965,54469,19086,20699,4591,7746,1781,1169,38,82.03147469999999,Medium,High
61,87,1358965,54469,19086,20699,4591,7746,1781,1169,36,82.59251849999998,Medium,High
60,81,670816,104828,29878,6447,6717,5111,1203,2135,0,82.71811209999998,Medium,High
60,81,670816,104828,29878,6447,6717,5111,1203,2135,59,82.9645673,Medium,High
60,81,670816,104828,29878,6447,6717,5111,1203,2135,0,83.71634369999998,Medium,High
60,81,670816,104828,29878,6447,6717,5111,1203,2135,0,83.7166909,Medium,High
57,91,440480,11978,20970,8136,1611,3207,829,520,0,83.7172119,Medium,High
57,91,440480,11978,20970,8136,1611,3207,829,520,125,84.05634039999998,Medium,High
64,91,2435550,229802,93159,72065,54706,30114,5849,3232,0,84.7404622,Medium,High
64,91,2435550,229802,93159,72065,54706,30114,5849,3232,53,84.768585,Medium,High
64,91,98714,12933,11485,3074,1575,3817,1349,290,0,85.73767849999999,Medium,High
64,91,281632,10026,3781,1625,1655,683,398,335,0,86.7430632,Medium,High
54,100,849708,122379,156796,38163,12834,11061,4855,7161,0,87.7414565,Medium,High
54,100,849708,122379,156796,38163,12834,11061,4855,7161,36,87.99124839999999,Medium,High
57,100,1011449,52927,21503,10593,8895,3965,1222,1768,0,88.74520759999999,Medium,High
57,100,1011449,52927,21503,10593,8895,3965,1222,1768,44,88.92942,Medium,High
57,100,1011449,52927,21503,10593,8895,3965,1222,1768,55,89.2400101,Medium,High
57,100,1011449,52927,21503,10593,8895,3965,1222,1768,37,89.5828089,Medium,High
40,88,135371,50301,5097,11512,2343,916,767,904,0,89.7406143,Medium,High
40,88,135371,50301,5097,11512,2343,916,767,904,49,89.8326179,Medium,High
40,88,135371,50301,5097,11512,2343,916,767,904,45,90.0821378,Medium,High
40,88,135371,50301,5097,11512,2343,916,767,904,33,90.6458137,Medium,High
40,88,213990,24714,23063,2795,2633,1145,1019,805,0,90.73864039999998,Medium,High
40,88,213990,24714,23063,2795,2633,1145,1019,805,42,91.1569709,Medium,High
35,70,1971024,1428723,105169,55043,44500,66338,17823,12822,0,91.7183254,Medium,High
30,60,760101,171163,55056,25571,19589,6926,6234,7108,0,92.75981059999998,Low,Medium
30,60,760101,171163,55056,25571,19589,6926,6234,7108,0,93.72673419999998,Low,Medium
30,60,760101,171163,55056,25571,19589,6926,6234,7108,0,93.7269182,Low,Medium
30,60,1277003,30829,1701,4426,1546,2229,645,445,0,93.7271767,Low,Medium
44,53,122622,8998,334,3115,3393,2354,474,157,0,94.7223923,Medium,Medium
53,57,188111,15826,5515,2965,907,649,517,224,0,95.7209364,Medium,Medium
53,57,188111,15826,5515,2965,907,649,517,224,88,96.1279823,Medium,Medium
60,60,1562152,472068,32954,33308,19556,47770,9873,7355,0,96.7215,Medium,Medium
60,60,1562152,472068,32954,33308,19556,47770,9873,7355,47,97.1884097,Medium,Medium
60,60,1562152,472068,32954,33308,19556,47770,9873,7355,48,97.5634867,Medium,Medium
67,60,195894,148462,56582,47429,97216,14942,8008,13938,0,97.718039,High,Medium
44,54,252819,134431,20152,799,2700,3166,6005,1758,0,98.7197806,Medium,Medium
44,54,252819,134431,20152,799,2700,3166,6005,1758,62,99.1855219,Medium,Medium
47,57,2602936,219087,167785,29643,34832,13921,28835,29600,0,99.75097,Medium,Medium
47,57,2602936,219087,167785,29643,34832,13921,28835,29600,40,100.13092509999998,Medium,Medium
47,66,575611,247711,62949,31507,60542,24798,16251,8032,0,100.7279077,Medium,Medium
50,75,579166,17169,4973,24975,7948,4006,6858,3046,0,101.72610799999998,Medium,High
51,80,617131,93315,9861,14271,4917,2562,2100,922,0,102.7190678,Medium,High
51,80,617131,93315,9861,14271,4917,2562,2100,922,85,103.24329699999998,Medium,High
51,80,617131,93315,9861,14271,4917,2562,2100,922,0,103.7105211,Medium,High
51,80,617131,93315,9861,14271,4917,2562,2100,922,0,103.7107628,Medium,High
56,78,1735697,57778,12642,28642,6196,5933,9409,2903,0,103.741076,Medium,High
56,78,1735697,57778,12642,28642,6196,5933,9409,2903,40,103.9925776,Medium,High
57,74,93716,15755,2119,1203,1186,1538,578,348,0,104.7478556,Medium,High
57,74,93716,15755,2119,1203,1186,1538,578,348,44,105.55474089999998,Medium,High
48,63,1051086,209203,62483,31879,25141,10441,16427,12966,0,105.7432365,Medium,Medium
